id,label
39005,0.520917692997
11325,0.326173258802
33784,0.358237355676
19438,0.240905071759
35059,0.201196211098
3964,0.99836466538
28079,0.962182283379
10217,0.440908131449
9089,0.58314211717
13110,0.692774038855
10452,0.510994722266
39525,0.214750090196
36912,0.636134278695
20012,0.253243304647
22172,0.466615720866
16840,0.0753810936618
9551,0.509289139738
4277,0.123396941593
866,0.199316283135
34474,0.990626370528
15690,0.20974700034
23356,0.588019343382
30906,0.930608020469
34603,0.675024227673
7084,0.166533335861
1218,0.744350413211
20990,0.112379216484
33249,0.644705590104
1813,0.303444325885
16437,0.580157686445
29758,0.326548867646
27156,0.853997608385
35430,0.463625526022
36389,0.465831714461
36426,0.922907936155
36581,0.467896194512
1090,0.988913897977
20672,0.713847113091
32896,0.433823580949
8042,0.870849090662
23120,0.240139300876
13133,0.0220233285694
18795,0.0433252678853
10889,0.0902102870819
25287,0.597758428016
9979,0.621001801888
31284,0.579524600412
39463,0.401188947716
36119,0.856127775309
27334,0.24172807907
27815,0.336322886421
3611,0.145841431024
7274,0.741099797516
30241,0.507330914935
7016,0.114743882824
22386,0.43597446267
24008,0.743856181924
2369,0.62816732426
27066,0.779020584282
28297,0.370143421288
6448,0.262448237974
30991,0.911900461266
10373,0.396832948439
35035,0.864795872181
36751,0.0489510729154
34269,0.308333798854
38283,0.127867598137
934,0.140460617805
12551,0.325526602347
37605,0.464029427343
22233,0.938896359366
17897,0.878305296778
39075,0.0618062784599
24991,0.722664789877
20646,0.22543734313
32866,0.807969400086
38684,0.688783616484
9665,0.917208420673
28185,0.51837705647
1465,0.616067943827
9597,0.176904960491
29180,0.715030056
12484,0.961704758336
5998,0.86085996948
4138,0.363018640957
17358,0.562755486012
14951,0.35891476928
8600,0.00661126926529
12879,0.327097846098
19635,0.101044893276
32374,0.538461533786
37322,0.655636248939
6344,0.955426545161
313,0.0842457429677
21398,0.259221682714
7156,0.227422860782
12427,0.897907149319
13995,0.36225382285
16231,0.404142801614
32573,0.0974209788552
36,0.732255289275
22624,0.580110800555
17709,0.0684192462344
9007,0.953124778572
29976,0.331357061761
17961,0.337134676082
12010,0.724691560363
2917,0.204849944373
7833,0.422606473954
23340,0.0387722661096
4938,0.724569080376
14890,0.733500250044
19129,0.568829038275
24744,0.960983559905
30234,0.70992228116
4843,0.650660818821
38811,0.0688743073818
31910,0.799306812727
3757,0.470397562258
36057,0.599198906736
3476,0.550445987551
6132,0.217679711154
17233,0.43340282256
32635,0.177090721868
